TipoDiAnnotazione,ontologies,SOURCE,AttributoNomeCompleto,entity_id,pretty_name,cui,annotator
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-medreimb_op ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-benres_op ,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-benres_op ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-pppymt_op ,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-pppymt_op ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-medreimb_car ,0,Carrier of disorder,29679002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-medreimb_car ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-benres_car ,0,Carrier of disorder,29679002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-benres_car ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-pppymt_car ,0,Carrier of disorder,29679002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,beneficiarysummary-pppymt_car ,1,Annual,53281000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-desynpuf_id,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_id,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-segment,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-segment,2,Segment,264193005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_from_dt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_from_dt,1,Started,385652002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_thru_dt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-prvdr_num,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-prvdr_num,1,Institution,385437003,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_pmt_amt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_prmry_pyr_clm_pd_amt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-at_physn_npi,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-at_physn_npi,1,Attending physician,405279007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-at_physn_npi,3,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-op_physn_npi,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-op_physn_npi,1,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-op_physn_npi,2,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-ot_physn_npi,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-ot_physn_npi,1,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-ot_physn_npi,2,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_admsn_dt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_admsn_dt,1,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_admsn_dt,2,Hospital admission,32485007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-admtng_icd9_dgns_cd,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-admtng_icd9_dgns_cd,2,Admitting diagnosis (contextual qualifier),52870002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_pass_thru_per_diem_amt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_ip_ddctbl_amt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_ip_ddctbl_amt,1,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_pta_coinsrnc_lblty_am,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_blood_ddctbl_lblty_am,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_blood_ddctbl_lblty_am,1,Bloods,32873005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_utlztn_day_cnt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_utlztn_day_cnt,1,counts,258734002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_dschrg_dt,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_dschrg_dt,1,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-nch_bene_dschrg_dt,2,Discharged from hospital,183665006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_drg_cd,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_drg_cd,1,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-clm_drg_cd,2,Related,262094002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_dgns_cd,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_dgns_cd,1,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_dgns_cd,2,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_prcdr_cd,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_prcdr_cd,1,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-icd9_prcdr_cd,2,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,0,Inpatient,416800000,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,1,Central,26216008,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,2,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,3,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,5,Central,26216008,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,6,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,inpatientclaims-hcpcs_cd,7,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-desynpuf_id,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-clm_id,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-segment,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-segment,2,Segment,264193005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-clm_from_dt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-clm_from_dt,1,Started,385652002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-clm_thru_dt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-prvdr_num,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-prvdr_num,1,Institution,385437003,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-clm_pmt_amt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-nch_prmry_pyr_clm_pd_amt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-at_physn_npi,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-at_physn_npi,1,Attending physician,405279007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-at_physn_npi,3,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-op_physn_npi,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-op_physn_npi,1,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-op_physn_npi,2,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-ot_physn_npi,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-ot_physn_npi,1,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-ot_physn_npi,2,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-nch_bene_blood_ddctbl_lblty_am,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-nch_bene_blood_ddctbl_lblty_am,1,Bloods,32873005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_dgns_cd,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_dgns_cd,1,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_dgns_cd,2,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_prcdr_cd,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_prcdr_cd,1,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-icd9_prcdr_cd,2,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-nch_bene_ptb_ddctbl_amt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-nch_bene_ptb_coinsrnc_amt,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-admtng_icd9_dgns_cd,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-admtng_icd9_dgns_cd,2,Admitting diagnosis (contextual qualifier),52870002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,0,Outpatient,373864002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,1,Central,26216008,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,2,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,3,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,5,Central,26216008,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,6,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,outpatientclaims-hcpcs_cd,7,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-desynpuf_id,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-desynpuf_id,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_id,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_id,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_from_dt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_from_dt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_from_dt,2,Started,385652002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_thru_dt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-clm_thru_dt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-icd9_dgns_cd,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-icd9_dgns_cd,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-icd9_dgns_cd,2,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-icd9_dgns_cd,3,Diagnosis,439401001,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-prf_physn_npi,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-prf_physn_npi,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-prf_physn_npi,2,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-prf_physn_npi,3,Identifier (property),118522005,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-tax_num,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-tax_num,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-tax_num,2,Institution,385437003,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,3,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,4,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,7,Common,72906007,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-hcpcs_cd,8,Procedure,71388002,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_nch_pmt_amt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_nch_pmt_amt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_bene_ptb_ddctbl_amt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_bene_ptb_ddctbl_amt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_bene_prmry_pyr_pd_amt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_bene_prmry_pyr_pd_amt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_coinsrnc_amt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_coinsrnc_amt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_alowd_chrg_amt,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_alowd_chrg_amt,1,Supplier,774164004,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_prcsg_ind_cd,0,Physician,309343006,MedCAT
Medcat_SNOMED_Df_CS_08_ANC,SNOMED-CT,Csm,carrierclaims-line_prcsg_ind_cd,1,Supplier,774164004,MedCAT
