TipoDiAnnotazione,ontologies,SOURCE,AttributoNomeCompleto,entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_county_cd,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.2716768901367064,0.2716768901367064
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_county_cd,5,Risk Codes - Biological,C1548762,['T170'],['Intellectual Product'],code,code,0.353321500251855,0.353321500251855
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hi_cvrage_tot_mons,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.391667265883205,0.391667265883205
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hi_cvrage_tot_mons,5,Total Number,C4288115,['T081'],['Quantitative Concept'],total number,total~number,0.4469212053180876,0.4469212053180876
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hi_cvrage_tot_mons,8,month,C0439231,['T079'],['Temporal Concept'],months,month,0.4065616542884264,0.4065616542884264
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hi_cvrage_tot_mons,9,Cover - action,C1999244,['T169'],['Functional Concept'],coverage,coverage,0.4575680890928093,0.4575680890928093
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_smi_cvrage_tot_mons,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.3918231073309456,0.3918231073309456
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_smi_cvrage_tot_mons,5,Total Number,C4288115,['T081'],['Quantitative Concept'],total number,total~number,0.4470319994096393,0.4470319994096393
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_smi_cvrage_tot_mons,8,month,C0439231,['T079'],['Temporal Concept'],months,month,0.4065894167310125,0.4065894167310125
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_smi_cvrage_tot_mons,9,Cover - action,C1999244,['T169'],['Functional Concept'],coverage,coverage,0.4578462617075395,0.4578462617075395
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hmo_cvrage_tot_mons,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.391029140014247,0.391029140014247
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hmo_cvrage_tot_mons,5,Total Number,C4288115,['T081'],['Quantitative Concept'],total number,total~number,0.4376874563817442,0.4376874563817442
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hmo_cvrage_tot_mons,8,month,C0439231,['T079'],['Temporal Concept'],months,month,0.4111599011525161,0.4111599011525161
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-bene_hmo_cvrage_tot_mons,9,Cover - action,C1999244,['T169'],['Functional Concept'],coverage,coverage,0.4764327072309327,0.4764327072309327
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-plan_cvrg_mos_num,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.3411957152047719,0.3411957152047719
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-plan_cvrg_mos_num,5,Total Number,C4288115,['T081'],['Quantitative Concept'],total number,total~number,0.3910727420668166,0.3910727420668166
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-plan_cvrg_mos_num,8,month,C0439231,['T079'],['Temporal Concept'],months,month,0.3152961686455195,0.3152961686455195
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-plan_cvrg_mos_num,9,Treatment Plan,C0599880,['T170'],['Intellectual Product'],plan,plan,0.3472533480186817,0.3472533480186817
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-plan_cvrg_mos_num,10,Cover - action,C1999244,['T169'],['Functional Concept'],coverage,coverage,0.3445012842796117,0.3445012842796117
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3644500257337745,0.3644500257337745
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.2484698679644281,0.2484698679644281
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.2485583859232894,0.2485583859232894
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5702508714278348,0.5702508714278348
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,7,Relationships,C0439849,['T080'],['Qualitative Concept'],related,related,0.249452070090076,0.249452070090076
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_alzhdmta,8,Disease,C0012634,['T047'],['Disease or Syndrome'],disorders,disorder,0.2525414410709716,0.2525414410709716
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chf,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3276002635044667,0.3276002635044667
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chf,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3101013738885724,0.3101013738885724
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chf,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.4493121310665554,0.4493121310665554
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chf,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5416821605374128,0.5416821605374128
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chf,8,Heart failure,C0018801,['T047'],['Disease or Syndrome'],heart failure,heart~failure,0.4729971046827456,0.4729971046827456
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chrnkidn,0,Non-Biologic Disease-Modifying Antirheumatic Drug,C4054347,['T121'],['Pharmacologic Substance'],synthetic,synthetic,0.3683256245532772,0.3683256245532772
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chrnkidn,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3020358522441779,0.3020358522441779
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chrnkidn,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.3050111824514409,0.3050111824514409
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chrnkidn,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.6659457734621839,0.6659457734621839
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_chrnkidn,8,Chronic Kidney Diseases,C1561643,['T047'],['Disease or Syndrome'],chronic kidney disease,chronic~kidney~disease,0.6706175028127139,0.6706175028127139
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_cncr,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3037783013257002,0.3037783013257002
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_cncr,2,"Beneficiaries, Insurance",C3853043,['T098'],['Population Group'],medicare beneficiary,medicare~beneficiary,0.347207402129804,0.347207402129804
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_cncr,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5331898561784686,0.5331898561784686
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_cncr,7,Malignant Neoplasms,C0006826,['T191'],['Neoplastic Process'],cancer,cancer,0.2252598190413449,0.2252598190413449
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_copd,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3164736704393084,0.3164736704393084
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_copd,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3506329327438918,0.3506329327438918
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_copd,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.3423538208977084,0.3423538208977084
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_copd,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.6647179898772047,0.6647179898772047
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_copd,8,Chronic Obstructive Airway Disease,C0024117,['T047'],['Disease or Syndrome'],chronic obstructive pulmonary disease,chronic~obstructive~pulmonary~disease,1.0,1.0
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_depressn,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3737504579777026,0.3737504579777026
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_depressn,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.231978615170161,0.231978615170161
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_depressn,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.2613097399451114,0.2613097399451114
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_depressn,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5497659822667307,0.5497659822667307
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_depressn,7,Mental Depression,C0011570,['T048'],['Mental or Behavioral Dysfunction'],depression,depression,0.5689006322505563,0.5689006322505563
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_diabetes,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3392635963539057,0.3392635963539057
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_diabetes,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.2491166176085624,0.2491166176085624
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_diabetes,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.2511968085825981,0.2511968085825981
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_diabetes,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5770430333172394,0.5770430333172394
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_diabetes,7,Diabetes,C0011847,['T047'],['Disease or Syndrome'],diabetes,diabete,0.5246878604854173,0.5246878604854173
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ischmcht,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3743374382993852,0.3743374382993852
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ischmcht,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3483529004942593,0.3483529004942593
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ischmcht,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.3814461587656527,0.3814461587656527
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ischmcht,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.6213103147736616,0.6213103147736616
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ischmcht,8,Myocardial Ischemia,C0151744,['T047'],['Disease or Syndrome'],ischemic heart disease,ischemic~heart~disease,0.4523800672516415,0.4523800672516415
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_osteoprs,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3728241874944233,0.3728241874944233
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_osteoprs,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.223817782441559,0.223817782441559
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_osteoprs,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5211502346458217,0.5211502346458217
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_osteoprs,7,Osteoporosis,C0029456,['T047'],['Disease or Syndrome'],osteoporosis,osteoporosis,0.2539652332591031,0.2539652332591031
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ra_oa,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3642658499044449,0.3642658499044449
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ra_oa,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.5196980507596614,0.5196980507596614
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ra_oa,7,Rheumatoid Arthritis,C0003873,['T047'],['Disease or Syndrome'],rheumatoid arthritis,rheumatoid~arthritis,1.0,1.0
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_ra_oa,9,Degenerative polyarthritis,C0029408,['T047'],['Disease or Syndrome'],osteoarthritis,osteoarthritis,0.5347587012539251,0.5347587012539251
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,0,synthetic nucleotide,C0597550,['T114'],"['Nucleic Acid, Nucleoside, or Nucleotide']",synthetic,synthetic,0.3594483252381081,0.3594483252381081
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3030756301138662,0.3030756301138662
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.260982468748667,0.260982468748667
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,5,Chronic condition,C4315615,['T033'],['Finding'],chronic condition,chronic~condition,0.6410579667857355,0.6410579667857355
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,7,Cerebrovascular accident,C0038454,['T047'],['Disease or Syndrome'],stroke,stroke,0.6985595551896568,0.6985595551896568
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-sp_strketia,9,Transient Ischemic Attack,C0007787,['T047'],['Disease or Syndrome'],transient ischemic attack,transient~ischemic~attack,1.0,1.0
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_ip,0,Research Activities,C0242481,['T062'],['Research Activity'],synthetic,synthetic,0.3207479100369279,0.3207479100369279
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_ip,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.2033531060074047,0.2033531060074047
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_ip,4,inpatient,C0021562,['T101'],['Patient or Disabled Group'],inpatient,inpatient,0.610689800165997,0.610689800165997
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_ip,6,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.2039898966191163,0.2039898966191163
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_ip,0,Research Activities,C0242481,['T062'],['Research Activity'],synthetic,synthetic,0.3038485738675278,0.3038485738675278
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_ip,4,inpatient,C0021562,['T101'],['Patient or Disabled Group'],inpatient,inpatient,0.6235445750611909,0.6235445750611909
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_ip,0,Research Activities,C0242481,['T062'],['Research Activity'],synthetic,synthetic,0.3865057536370526,0.3865057536370526
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_ip,2,"Beneficiaries, Insurance",C3853043,['T098'],['Population Group'],medicare beneficiary,medicare~beneficiary,0.2030464620489613,0.2030464620489613
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_ip,4,inpatient,C0021562,['T101'],['Patient or Disabled Group'],inpatient,inpatient,0.6221288208254594,0.6221288208254594
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_ip,6,Primary,C0205225,['T080'],['Qualitative Concept'],primary,primary,0.442436891554174,0.442436891554174
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_ip,7,Population Group,C1257890,['T098'],['Population Group'],payer,payer,0.4590183905734317,0.4590183905734317
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.460183671933705,0.460183671933705
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,2,"Beneficiaries, Insurance",C3853043,['T098'],['Population Group'],medicare beneficiary,medicare~beneficiary,0.2068385331238769,0.2068385331238769
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,4,Outpatients,C0029921,['T101'],['Patient or Disabled Group'],outpatient,outpatient,0.5101929381112826,0.5101929381112826
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,5,Institution,C2607850,['T093'],['Health Care Related Organization'],institutional,institutional,0.4393742310506943,0.4393742310506943
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,6,Annual,C0332181,['T079'],['Temporal Concept'],annual,annual,0.2204123602403142,0.2204123602403142
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,7,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3468751065551937,0.3468751065551937
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_op ,8,C3242446,C3242446,['unk'],[''],reimbursement,reimbursement,0.280929822399548,0.280929822399548
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,0,Artificial (qualifier value),C2004457,['T080'],['Qualitative Concept'],synthetic,synthetic,0.4581224329465552,0.4581224329465552
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3144101153769379,0.3144101153769379
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.3219564690036072,0.3219564690036072
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,4,Outpatients,C0029921,['T101'],['Patient or Disabled Group'],outpatient,outpatient,0.5142192945469004,0.5142192945469004
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,5,Institution,C2607850,['T093'],['Health Care Related Organization'],institutional,institutional,0.4474776316796431,0.4474776316796431
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,6,Annual,C0332181,['T079'],['Temporal Concept'],annual,annual,0.2305635090112727,0.2305635090112727
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,7,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.31632299648379,0.31632299648379
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-benres_op ,8,responsibilities,C0678341,['T055'],['Individual Behavior'],responsibility,responsibility,0.3305320394532494,0.3305320394532494
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,0,Research Activities,C0242481,['T062'],['Research Activity'],synthetic,synthetic,0.4598908050415121,0.4598908050415121
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,2,"Beneficiaries, Insurance",C3853043,['T098'],['Population Group'],medicare beneficiary,medicare~beneficiary,0.2296449816162044,0.2296449816162044
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,4,AMBULATORY CARE FACILITIES HOSP,C0029916,['T093'],['Health Care Related Organization'],outpatient,outpatient,0.5008357021999456,0.5008357021999456
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,5,Institution,C2607850,['T093'],['Health Care Related Organization'],institutional,institutional,0.4798249955413209,0.4798249955413209
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,6,Annual,C0332181,['T079'],['Temporal Concept'],annual,annual,0.2064959180940382,0.2064959180940382
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,7,Primary,C0205225,['T080'],['Qualitative Concept'],primary,primary,0.5440334804527567,0.5440334804527567
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,8,Population Group,C1257890,['T098'],['Population Group'],payer,payer,0.5085968434420222,0.5085968434420222
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-pppymt_op ,9,C3242446,C3242446,['unk'],[''],reimbursement,reimbursement,0.2553580882359111,0.2553580882359111
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,0,Research Activities,C0242481,['T062'],['Research Activity'],synthetic,synthetic,0.5093716102070504,0.5093716102070504
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,1,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.2890124431934198,0.2890124431934198
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,3,C1550502,C1550502,['unk'],[''],beneficiary,beneficiary,0.2215182365226496,0.2215182365226496
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,4,Drug Carrier,C0013161,['T122'],['Biomedical or Dental Material'],carrier,carrier,0.4370397511645245,0.4370397511645245
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,5,Annual,C0332181,['T079'],['Temporal Concept'],annual,annual,0.2077413626414549,0.2077413626414549
Medcat_UMLS_Df_Full_ANC,UMLS,Csm,beneficiarysummary-medreimb_car ,6,Medicare,C0018717,['T064'],['Governmental or Regulatory Activity'],medicare,medicare,0.3071577816263428,0.3071577816263428
